,vv_list,vh_list,vv/vh_list
501,"[0.24018363654613495, 0.12061519175767899, 0.09552174061536789, 0.10203394293785095, 0.028896356001496315, 0.020566657185554504, 0.08896725624799728, 0.049764811992645264, 0.14461250603199005, 0.22536063194274902, 0.21030354499816895, 0.26893216371536255, 0.11700202524662018, 0.0563381053507328, 0.2182973176240921]","[0.02569548785686493, 0.014176822267472744, 0.02091987244784832, 0.005576794035732746, 0.02139551192522049, 0.018816212192177773, 0.019855905324220657, 0.02513243444263935, 0.056325193494558334, 0.03655437380075455, 0.07869267463684082, 0.04616915434598923, 0.014374641701579094, 0.002254159189760685, 0.021463312208652496]","[9.347307896392648, 8.507914501715812, 4.56607662659017, 18.29616483665682, 1.350580257321818, 1.093028553010495, 4.480644664409893, 1.9801031255537647, 2.567456888469656, 6.165079811546304, 2.672466604657927, 5.824931548453303, 8.139474198773746, 24.992957731931078, 10.170719015869787]"
502,"[0.24568703770637512, 0.05855824053287506, 0.09059789031744003, 0.03687151148915291, 0.05206162482500076, 0.02010025642812252, 0.07011782377958298, 0.04492025077342987, 0.20795130729675293, 0.19105298817157745, 0.18573176860809326, 0.30329185724258423, 0.11141178756952286, 0.03239145129919052, 0.5269343256950378]","[0.018006479367613792, 0.01631053164601326, 0.015374308452010155, 0.03775972127914429, 0.023345990106463432, 0.018589140847325325, 0.01156181376427412, 0.030077211558818817, 0.026167355477809906, 0.05806567892432213, 0.089151531457901, 0.07848827540874481, 0.023278338834643364, 0.006433251313865185, 0.025991110131144524]","[13.644368379321527, 3.5902104115158195, 5.892810762853829, 0.976477321338652, 2.230002865056783, 1.0812902324646498, 6.064604153739813, 1.4934978492133186, 7.946974522247655, 3.290291127407288, 2.0833267311375265, 3.8641676819005863, 4.786071221015018, 5.035004808436327, 20.27363675642408]"
503,"[0.47501054406166077, 0.3970722556114197, 0.4005429744720459, 0.061435848474502563, 0.12002932280302048, 0.12786631286144257, 0.04880809783935547, 0.07773247361183167, 0.2896488606929779, 0.18936002254486084, 0.01118369773030281, 0.03831677883863449, 0.029884757474064827, 0.04286622628569603, 0.06141883134841919]","[0.004978782031685114, 0.009702618233859539, 0.023105410858988762, 0.013327503576874733, 0.04626118764281273, 0.027828974649310112, 0.01985594816505909, 0.043445903807878494, 0.03845107927918434, 0.01802019588649273, 0.0052131605334579945, 0.00325377588160336, 0.0064393989741802216, 0.01266406662762165, 0.00821017287671566]","[95.40697725642131, 40.92423777179482, 17.335462109569956, 4.6097041445258515, 2.594600980194865, 4.5947187948087915, 2.4581096522624923, 1.7891784218731257, 7.532918870492683, 10.508211105895807, 2.145281669061597, 11.776096520745359, 4.640923414419954, 3.3848705590509383, 7.480820717259823]"
504,"[0.20381325483322144, 0.10580326616764069, 0.1093122661113739, 0.04580708593130112, 0.027122873812913895, 0.0742669329047203, 0.19317179918289185, 0.061483725905418396, 0.2747877240180969, 0.26747772097587585, 0.013761804439127445, 0.07577918469905853, 0.04481588676571846, 0.036232154816389084, 0.288057804107666]","[0.010316013358533382, 0.040507663041353226, 0.020544592291116714, 0.025757236406207085, 0.015159502625465393, 0.021598326042294502, 0.04133102297782898, 0.03679882362484932, 0.07143121212720871, 0.014699666760861874, 0.004793049767613411, 0.010200153104960918, 0.007377577479928732, 0.004957285244017839, 0.004593140445649624]","[19.75697856814305, 2.611932119106177, 5.320731828717744, 1.7784161782302987, 1.7891664708941089, 3.438550411698042, 4.673772514329349, 1.6708068315504516, 3.846885917723747, 18.196175826790856, 2.8711999888079234, 7.429220318487452, 6.074607401636043, 7.3088702854272745, 62.714782514542726]"
505,"[0.18407028913497925, 0.17744307219982147, 0.16398583352565765, 0.05944784730672836, 0.06312750279903412, 0.033030178397893906, 0.2849424481391907, 0.03007623553276062, 0.20580418407917023, 0.19636455178260803, 0.02462467923760414, 0.05626821890473366, 0.07470841705799103, 0.014408658258616924, 0.3460155725479126]","[0.008788076229393482, 0.013627158477902412, 0.01961519382894039, 0.014240446500480175, 0.00978762935847044, 0.013938581570982933, 0.04883470758795738, 0.013667510822415352, 0.04413101449608803, 0.06496730446815491, 0.0091188820078969, 0.010925574228167534, 0.005800451152026653, 0.004662115126848221, 0.014960967004299164]","[20.945458861555988, 13.021281911967222, 8.360143415137292, 4.1745774828565825, 6.449723471026426, 2.36969437884953, 5.834834735643167, 2.200564237595788, 4.663481826310918, 3.0225134533457556, 2.7004055120221215, 5.15013835699976, 12.879759711774872, 3.090583965985791, 23.127888220626517]"
506,"[0.2705553472042084, 0.17558184266090393, 0.17130671441555023, 0.037524543702602386, 0.0783645436167717, 0.08835538476705551, 0.09914961457252502, 0.06187674403190613, 0.27653372287750244, 0.5903005003929138, 0.010265500284731388, 0.0737004354596138, 0.014727064408361912, 0.021990224719047546, 0.2818869352340698]","[0.016052905470132828, 0.013464435003697872, 0.021476130932569504, 0.01453082449734211, 0.024059278890490532, 0.014996175654232502, 0.04782109707593918, 0.06235603243112564, 0.06418181955814362, 0.13200312852859497, 0.008000875823199749, 0.011055240407586098, 0.0024195120204240084, 0.004293044097721577, 0.020690709352493286]","[16.853979966903132, 13.040416669001123, 7.976609704672456, 2.582409808160999, 3.2571443214678144, 5.891861152087679, 2.073344624760008, 0.9923136803203619, 4.3085989892665, 4.4718675002088375, 1.283047070292607, 6.6665610825650266, 6.086791172784114, 5.122291832669107, 13.623841040524871]"
507,"[0.23349666595458984, 0.0881747454404831, 0.10711269825696945, 0.03790409117937088, 0.0928339809179306, 0.0654095932841301, 0.1240735724568367, 0.06639701128005981, 0.20270879566669464, 0.15168435871601105, 0.06706010550260544, 0.09121782332658768, 0.043398912996053696, 0.018043288961052895, 0.3053690195083618]","[0.027504857629537582, 0.03403091803193092, 0.05320502445101738, 0.021373946219682693, 0.028428277000784874, 0.055000029504299164, 0.009965367615222931, 0.08844418078660965, 0.08719043433666229, 0.04448188841342926, 0.010427076369524002, 0.017283843830227852, 0.006041343789547682, 0.0028108065016567707, 0.003685691859573126]","[8.489288295891297, 2.5910187129759317, 2.0132064473644133, 1.7733782423605997, 3.2655507372243333, 1.189264694467432, 12.450476213973678, 0.7507222147294992, 2.324897188652478, 3.4100251613916854, 6.431343084683549, 5.277635242633708, 7.183652264772535, 6.419256875355048, 82.85256368223074]"
508,"[0.25778645277023315, 0.102688267827034, 0.10834372043609619, 0.03930218145251274, 0.049497317522764206, 0.020576687529683113, 0.09373410046100616, 0.04495832324028015, 0.3629917800426483, 0.09742207825183868, 0.2620001435279846, 0.13792181015014648, 0.01689404621720314, 0.018345363438129425, 0.2396872490644455]","[0.017976075410842896, 0.04482094943523407, 0.019227951765060425, 0.017017986625432968, 0.01615891233086586, 0.0234299935400486, 0.01813971996307373, 0.036101359874010086, 0.09464546293020248, 0.013355216942727566, 0.03484976291656494, 0.025663549080491066, 0.005967878736555576, 0.004121935926377773, 0.011869068257510662]","[14.340530225787788, 2.291077478745018, 5.634698992378906, 2.309449544035755, 3.0631589867727156, 0.8782199403730793, 5.167339994874053, 1.2453360038840622, 3.8352792495752412, 7.2946833188575635, 7.517989265959958, 5.3742297964154915, 2.8308293386929164, 4.450666814282761, 20.194276742218]"
509,"[0.7484914064407349, 0.5537693500518799, 0.2232225090265274, 0.022479387000203133, 0.07835863530635834, 0.0545119047164917, 0.130427286028862, 0.05748017132282257, 0.32244259119033813, 0.1666153520345688, 0.033798590302467346, 0.030265865847468376, 0.14911913871765137, 0.10298514366149902, 0.13115186989307404]","[0.01958833448588848, 0.033301495015621185, 0.011811438016593456, 0.02450464479625225, 0.03932874649763107, 0.011269216425716877, 0.026371262967586517, 0.029868507757782936, 0.06994467973709106, 0.10541082173585892, 0.013360599987208843, 0.004818461369723082, 0.01624416932463646, 0.010274065658450127, 0.006643703673034906]","[38.21107950652728, 16.628963648392233, 18.898842690697805, 0.9173520851704464, 1.992401037014444, 4.837240022482219, 4.945811134990879, 1.9244406780865968, 4.609965938829649, 1.5806285283694848, 2.5297209956757483, 6.28123036072151, 9.179856214099678, 10.02379652662592, 19.74077658300534]"
510,"[0.11221951246261597, 0.11935437470674515, 0.38512957096099854, 0.028538964688777924, 0.10232231020927429, 0.0685255229473114, 0.11170581728219986, 0.10663950443267822, 0.16652870178222656, 0.20688588917255402, 0.21084794402122498, 0.11566176265478134, 0.14011076092720032, 0.02114332653582096, 0.23104222118854523]","[0.0496055893599987, 0.012731894850730896, 0.019620176404714584, 0.020196720957756042, 0.03208149969577789, 0.02989344671368599, 0.023282106965780258, 0.04224175587296486, 0.07464169710874557, 0.0633673369884491, 0.04846475273370743, 0.020197181031107903, 0.03987349942326546, 0.00637024873867631, 0.0036440540570765734]","[2.2622352422468808, 9.374439241453004, 19.629261379548797, 1.4130494127472832, 3.189449096194854, 2.2923259269376475, 4.797925610701112, 2.5245045389064558, 2.231041203948119, 3.2648663965516835, 4.350542035770656, 5.726629002168071, 3.513881724799109, 3.319073933087013, 63.40252300590125]"
511,"[0.21699725091457367, 0.14894619584083557, 0.06875693053007126, 0.03229121118783951, 0.15294036269187927, 0.15579119324684143, 0.0946115180850029, 0.14751669764518738, 0.0678868368268013, 0.07848025113344193, 0.20439651608467102, 0.4448884427547455, 0.06161223724484444, 0.1965235471725464, 0.19674430787563324]","[0.028338780626654625, 0.022923916578292847, 0.06647071242332458, 0.015278051607310772, 0.032498400658369064, 0.018087288364768028, 0.019096238538622856, 0.06470537185668945, 0.030101807788014412, 0.04306166246533394, 0.0579032376408577, 0.04689916968345642, 0.007810358889400959, 0.016964582726359367, 0.003979907836765051]","[7.657254338970126, 6.497414843233026, 1.034394367434889, 2.113568668166279, 4.706088902639389, 8.613297366912382, 4.95445832924885, 2.27982149568524, 2.255241190325841, 1.8225086222953217, 3.5299669657926813, 9.486062242839214, 7.888528314422948, 11.584343118984615, 49.43438791676919]"
512,"[0.30631402134895325, 0.1084991842508316, 0.1082550510764122, 0.016094179823994637, 0.03137483075261116, 0.041660912334918976, 0.14982089400291443, 0.03891890123486519, 0.08524838835000992, 0.03410189598798752, 0.22595128417015076, 0.4777182936668396, 0.07664428651332855, 0.08269953727722168, 0.277330219745636]","[0.004874334204941988, 0.02793002314865589, 0.04077555611729622, 0.011015632189810276, 0.01769287697970867, 0.013369997963309288, 0.03450046852231026, 0.015107820741832256, 0.006959889084100723, 0.0185255017131567, 0.06649752706289291, 0.0738973394036293, 0.011299447156488895, 0.011172149330377579, 0.005257083103060722]","[62.84222797821038, 3.884679352872396, 2.6549006656096212, 1.461030973681396, 1.7733029392898527, 3.1159999013647743, 4.342575635053491, 2.576076450728734, 12.248526854365055, 1.8408082283552167, 3.3978900291502203, 6.4646210204880195, 6.783012075888536, 7.402294297334346, 52.75363054165375]"
513,"[0.1782209277153015, 0.2663912773132324, 0.11223889142274857, 0.08794127404689789, 0.16764089465141296, 0.05733613669872284, 0.16903743147850037, 0.03636511042714119, 0.14974671602249146, 0.11693760007619858, 0.23205529153347015, 0.19115006923675537, 0.1068980023264885, 0.16002990305423737, 0.28196483850479126]","[0.005375664681196213, 0.01879129558801651, 0.021390210837125778, 0.02690138667821884, 0.028850289061665535, 0.01534168142825365, 0.04488970339298248, 0.03360743820667267, 0.05014609172940254, 0.06680876761674881, 0.07673442363739014, 0.03305197134613991, 0.014064799062907696, 0.010197604075074196, 0.0033898998517543077]","[33.15328211201654, 14.176312434950686, 5.247208280338307, 3.2690238276118686, 5.810718024110328, 3.7372785353977616, 3.76561702800036, 1.0820554129567959, 2.9862091113810436, 1.7503331411083023, 3.0241354601169808, 5.783318254603277, 7.600393140944657, 15.692892357470058, 83.17792584901044]"
514,"[0.2422536164522171, 0.10457593947649002, 0.10126440227031708, 0.027417315170168877, 0.027873115614056587, 0.055398713797330856, 0.10101087391376495, 0.012805274687707424, 0.11582554876804352, 0.05408734828233719, 0.23530402779579163, 0.16904015839099884, 0.011696681380271912, 0.011985513381659985, 0.017868584021925926]","[0.007537545170634985, 0.048467863351106644, 0.06704092770814896, 0.03888938948512077, 0.044549498707056046, 0.029045099392533302, 0.026592297479510307, 0.02829226292669773, 0.05662368983030319, 0.02597239799797535, 0.07218901067972183, 0.04048154875636101, 0.005223242100328207, 0.004516762215644121, 0.004168354906141758]","[32.1395906715089, 2.157634610771475, 1.5104862914659247, 0.7050076006119572, 0.6256662010349817, 1.9073342820638564, 3.798501201018644, 0.4526069449052039, 2.0455316337590097, 2.08249343347324, 3.2595546826338406, 4.1757334781920115, 2.2393527153445443, 2.653563063414612, 4.286723281551173]"
515,"[0.27253055572509766, 0.3138962984085083, 0.13533428311347961, 0.06666913628578186, 0.014400238171219826, 0.016799693927168846, 0.15985046327114105, 0.027203191071748734, 0.17003290355205536, 0.14497433602809906, 0.23552320897579193, 0.29902878403663635, 0.0798252746462822, 0.052533410489559174, 0.02906186319887638]","[0.007003727834671736, 0.019025903195142746, 0.025353077799081802, 0.01790095679461956, 0.014132555574178696, 0.013063282705843449, 0.02085607498884201, 0.021534012630581856, 0.07018668949604034, 0.02268950082361698, 0.05680978298187256, 0.06896743923425674, 0.006788584403693676, 0.007897508330643177, 0.005058563780039549]","[38.91221391784296, 16.49836515980198, 5.3379824014258705, 3.7243336795170867, 1.018940848711765, 1.2860239118651264, 7.664455721254405, 1.263266235532699, 2.4225804746304203, 6.389489885877022, 4.145821311286211, 4.335796534665391, 11.758751147418772, 6.651896812279883, 5.745081897267127]"
516,"[0.06147691607475281, 0.27360957860946655, 0.33294278383255005, 0.07165153324604034, 0.08465175330638885, 0.04179755970835686, 0.04425720125436783, 0.06410001218318939, 0.04618363827466965, 0.044077057391405106, 0.08849997073411942, 0.07577434182167053, 0.1500415951013565, 0.09582257270812988, 0.08263886719942093]","[0.0038322212640196085, 0.048909854143857956, 0.021528923884034157, 0.02616863325238228, 0.042972393333911896, 0.036452341824769974, 0.01748519577085972, 0.02192763052880764, 0.03871771693229675, 0.029458733275532722, 0.016601188108325005, 0.044914692640304565, 0.04113920032978058, 0.03870188817381859, 0.006018575746566057]","[16.04211026434048, 5.594160591947423, 15.464905985359552, 2.738069373169021, 1.9699101385536621, 1.146635788429777, 2.53112414835672, 2.9232530208395007, 1.1928295863991176, 1.4962305737705903, 5.330941987805035, 1.6870724782311837, 3.647168488900882, 2.4759146705651642, 13.730635067037436]"
517,"[0.01402151957154274, 0.14308558404445648, 0.10529404133558273, 0.09144360572099686, 0.19596871733665466, 0.06150059029459953, 0.03302143141627312, 0.03271506726741791, 0.1518680900335312, 0.06677205115556717, 0.18663905560970306, 0.39040708541870117, 0.17742662131786346, 0.24260346591472626, 0.008784642443060875]","[0.002745935693383217, 0.007858234457671642, 0.010736876167356968, 0.018842175602912903, 0.034518614411354065, 0.01330567803233862, 0.018460841849446297, 0.0491519533097744, 0.019331367686390877, 0.03547777608036995, 0.037810586392879486, 0.06514399498701096, 0.06259176135063171, 0.030626947060227394, 0.0010871138656511903]","[5.106281114058823, 18.208362809125457, 9.806766856053098, 4.853134141625352, 5.677189559271403, 4.622131254425832, 1.788728362746011, 0.665590379719704, 7.856044771237013, 1.882081080964726, 4.936158716778088, 5.992986544600839, 2.8346641393256267, 7.921242213193842, 8.080701314391572]"
518,"[0.13611486554145813, 0.07753030210733414, 0.6047685146331787, 0.03623860329389572, 0.0760827511548996, 0.07006121426820755, 0.08180241286754608, 0.17330977320671082, 0.3549513816833496, 0.12317445129156113, 0.12987081706523895, 0.0420663058757782, 0.03133975341916084, 0.013942000456154346, 0.3131398856639862]","[0.049687549471855164, 0.012006871402263641, 0.02288604900240898, 0.011678587645292282, 0.03649439662694931, 0.024846136569976807, 0.030913397669792175, 0.03873049095273018, 0.08476938307285309, 0.06218152120709419, 0.02562950737774372, 0.008067392744123936, 0.006959571503102779, 0.00515713170170784, 0.007056099362671375]","[2.7394159500371122, 6.457161029701496, 26.42520404328073, 3.1029953616440724, 2.084778984911789, 2.8198031541397484, 2.646179942474632, 4.474763137349125, 4.187259229883682, 1.980885139193223, 5.067238131077651, 5.21436196426883, 4.503115372144488, 2.703440839321071, 44.378610556503595]"
519,"[0.11214000731706619, 0.09081682562828064, 0.29063349962234497, 0.06384222954511642, 0.0900954082608223, 0.04831964522600174, 0.08547329902648926, 0.0699075311422348, 0.11210031062364578, 0.08619482815265656, 0.1974627673625946, 0.2598005533218384, 0.21779286861419678, 0.07756021618843079, 0.018422214314341545]","[0.004045144189149141, 0.028056401759386063, 0.029576335102319717, 0.030629685148596764, 0.011953047476708889, 0.024912795051932335, 0.011352915316820145, 0.01838788390159607, 0.020215241238474846, 0.01735147088766098, 0.04559054970741272, 0.010189097374677658, 0.050940368324518204, 0.0031331959180533886, 0.003589081345126033]","[27.722128575261937, 3.236937737316887, 9.82655554235826, 2.084325360688248, 7.537442517180469, 1.939551348023227, 7.528753332622374, 3.8018257846497945, 5.545336278762274, 4.967580484139337, 4.3312214621199985, 25.497896797758045, 4.27544746490124, 24.75434611079727, 5.132849479535727]"
520,"[0.308173269033432, 0.09171857684850693, 0.11057887226343155, 0.024029169231653214, 0.03432520106434822, 0.040625110268592834, 0.1822509467601776, 0.06895994395017624, 0.16068167984485626, 0.12681107223033905, 0.11541206389665604, 0.2638689875602722, 0.1660231351852417, 0.10781411826610565, 0.06717860698699951]","[0.01535139512270689, 0.03010879084467888, 0.008789964020252228, 0.019904732704162598, 0.015976229682564735, 0.030851271003484726, 0.03515657037496567, 0.016666745766997337, 0.09141386300325394, 0.09266241639852524, 0.058837901800870895, 0.06624893844127655, 0.007753666024655104, 0.014559783972799778, 0.006946205627173185]","[20.07460993415511, 3.046239130679548, 12.58012797420512, 1.2072088376563876, 2.148516999715407, 1.31680507632908, 5.183979689041428, 4.137576999988042, 1.7577386466988787, 1.3685275774046974, 1.9615258254322685, 3.982991935699728, 21.412211289127157, 7.40492568210636, 9.671266673160435]"
521,"[0.2396923005580902, 0.07123464345932007, 0.15653717517852783, 0.09707534313201904, 0.11783449351787567, 0.07981465011835098, 0.14493070542812347, 0.11095871776342392, 0.06419961899518967, 0.16077058017253876, 0.2729599177837372, 0.33881959319114685, 0.06901808083057404, 0.11947330087423325, 0.05444423854351044]","[0.0042650518007576466, 0.03097648359835148, 0.016287069767713547, 0.03632419556379318, 0.03674342483282089, 0.013439688831567764, 0.02333315648138523, 0.04574411362409592, 0.027488747611641884, 0.013090062886476517, 0.025580184534192085, 0.08806420117616653, 0.007490761112421751, 0.005241298116743565, 0.005647322162985802]","[56.19915343478621, 2.299636213811921, 9.611131861719976, 2.672470556478908, 3.2069545518419003, 5.938727534441023, 6.211363025133207, 2.425639256566028, 2.335487229254497, 12.281879893688865, 10.670756398136291, 3.8474157338162978, 9.213760764059476, 22.794601301645173, 9.64071766621601]"
522,"[0.4575505554676056, 0.10006453841924667, 0.10508545488119125, 0.04435141012072563, 0.021051105111837387, 0.02375069633126259, 0.14675571024417877, 0.06382811069488525, 0.2810675799846649, 0.11498338729143143, 0.14158234000205994, 0.18045024573802948, 0.06334593892097473, 0.04468313977122307, 0.03693816810846329]","[0.01062903180718422, 0.03746466338634491, 0.020431935787200928, 0.016615556553006172, 0.033831361681222916, 0.017905792221426964, 0.05293872579932213, 0.02527816966176033, 0.10139741003513336, 0.03587277978658676, 0.017906351014971733, 0.0217268243432045, 0.0020654737018048763, 0.0034743649885058403, 0.004540617577731609]","[43.047246801759, 2.6709045104010762, 5.143196218687188, 2.669270209471337, 0.6222364121844133, 1.326425328606311, 2.77218063012121, 2.5250289696188535, 2.7719404261635217, 3.2053102094537156, 7.906822550483965, 8.305412833811994, 30.66896415365688, 12.860807635077848, 8.135053762205795]"
523,"[0.47901996970176697, 0.12932652235031128, 0.13055630028247833, 0.04354996606707573, 0.048429735004901886, 0.07098820805549622, 0.06989823281764984, 0.06953230500221252, 0.10594705492258072, 0.3694496750831604, 0.0607987642288208, 0.06067541241645813, 0.09763739258050919, 0.04177718237042427, 0.4476446807384491]","[0.02744933031499386, 0.03433261811733246, 0.03647186979651451, 0.02566426433622837, 0.022982746362686157, 0.02390257455408573, 0.016048012301325798, 0.029348405078053474, 0.026113547384738922, 0.05306109040975571, 0.011067070998251438, 0.014069948345422745, 0.020287582650780678, 0.006640404462814331, 0.01248485129326582]","[17.451062164533326, 3.7668703828043384, 3.579643736690328, 1.6969107509385888, 2.107221401682891, 2.969897987133859, 4.355569493916405, 2.3692021701788586, 4.05716823385311, 6.962723009085281, 5.493663521127389, 4.312411881469141, 4.812667643118735, 6.29136110674775, 35.85502704224465]"
524,"[0.17312955856323242, 0.06824816763401031, 0.13283643126487732, 0.07779931277036667, 0.11251059174537659, 0.0231412872672081, 0.09289827197790146, 0.06001052260398865, 0.06744103133678436, 0.047593969851732254, 0.14644746482372284, 0.22757726907730103, 0.025082435458898544, 0.14186212420463562, 0.03748403489589691]","[0.0021307282149791718, 0.016666272655129433, 0.02301403507590294, 0.016007624566555023, 0.02579457312822342, 0.026453854516148567, 0.012770731002092361, 0.02496880479156971, 0.011516803875565529, 0.04734267666935921, 0.01943974941968918, 0.027049710974097252, 0.008373569697141647, 0.02362067624926567, 0.007117274217307568]","[81.2537034738261, 4.094986866364829, 5.771974833042857, 4.86014101885635, 4.361793125480021, 0.8747794108069078, 7.274311232667963, 2.403419911563015, 5.855880855961237, 1.005307963132885, 7.533402908753357, 8.41329762433427, 2.9954292334200714, 6.005845163262245, 5.266627890315704]"
525,"[0.6187621355056763, 0.2500913739204407, 0.29954037070274353, 0.08139027655124664, 0.08805230259895325, 0.04213975742459297, 0.05205303058028221, 0.050600916147232056, 0.062393199652433395, 0.06459414958953857, 0.1563500016927719, 0.07993084192276001, 0.07731538265943527, 0.15451647341251373, 0.03731319308280945]","[0.010017509572207928, 0.02873951569199562, 0.041066646575927734, 0.015417680144309998, 0.011404648423194885, 0.019950054585933685, 0.009163976646959782, 0.022599155083298683, 0.02168668806552887, 0.030703583732247353, 0.03691685572266579, 0.04540177062153816, 0.013732860796153545, 0.008411268703639507, 0.007469326723366976]","[61.76806031933712, 8.70200377072098, 7.294006101738212, 5.279022251689681, 7.720738012394281, 2.112262763145757, 5.680179313589935, 2.239062299485141, 2.8770275785728567, 2.1037983758780787, 4.2351928037245585, 1.7605225705633953, 5.629954589002361, 18.37017444772099, 4.995522952032502]"
526,"[0.19354459643363953, 0.1580456793308258, 0.21387390792369843, 0.0616321824491024, 0.14112719893455505, 0.09760000556707382, 0.08009776473045349, 0.03514431416988373, 0.09255016595125198, 0.03372550755739212, 0.09241324663162231, 0.24383622407913208, 0.011798850260674953, 0.03722057864069939, 0.03455502167344093]","[0.00968574546277523, 0.026614857837557793, 0.01736893504858017, 0.04219082370400429, 0.015071249566972256, 0.028672054409980774, 0.025020979344844818, 0.028775526210665703, 0.04084178805351257, 0.029903490096330643, 0.05283964425325394, 0.05721661448478699, 0.0030846106819808483, 0.0043391757644712925, 0.011227224953472614]","[19.982416136938593, 5.938249991619276, 12.313587869693924, 1.4607959039029843, 9.364001193625437, 3.404011591617905, 3.201224205756614, 1.2213265506455768, 2.2660654775934144, 1.127811752031261, 1.7489377140522928, 4.261633203480859, 3.825069507020598, 8.577799255208214, 3.0777883062504205]"
527,"[0.43101629614830017, 0.20187115669250488, 0.09431948512792587, 0.016654061153531075, 0.031747471541166306, 0.010112415067851543, 0.05833948031067848, 0.07632626593112946, 0.249860018491745, 0.16806702315807343, 0.09329494833946228, 0.1153586134314537, 0.016064049676060677, 0.015434257686138153, 0.5166937708854675]","[0.01238863356411457, 0.010330782271921635, 0.024814220145344734, 0.01170810591429472, 0.012705160304903984, 0.018450578674674034, 0.04010869935154915, 0.022981001064181328, 0.07288724184036255, 0.035630568861961365, 0.013107114471495152, 0.013386119157075882, 0.003258112818002701, 0.004164915531873703, 0.01205502264201641]","[34.79127007168893, 19.54074254775236, 3.801025564191291, 1.4224385460331133, 2.4987855941425865, 0.5480811873793546, 1.4545343342933705, 3.3212768111347937, 3.4280350330581553, 4.716933479484778, 7.117886132936166, 8.617778766034315, 4.930476804639415, 3.7057792812414188, 42.86128580833935]"
528,"[0.056506816297769547, 0.25801047682762146, 0.37685781717300415, 0.040327347815036774, 0.06543011963367462, 0.05318959057331085, 0.1934657245874405, 0.07688093930482864, 0.15316221117973328, 0.18864111602306366, 0.30176016688346863, 0.3574570119380951, 0.15068568289279938, 0.08387201279401779, 0.02141871489584446]","[0.006182387005537748, 0.02936934307217598, 0.02245480567216873, 0.008347748778760433, 0.016296088695526123, 0.033180657774209976, 0.04357245936989784, 0.029590345919132233, 0.025400027632713318, 0.04145415127277374, 0.08264588564634323, 0.046266958117485046, 0.01417477149516344, 0.01784488745033741, 0.0031474174465984106]","[9.139967499147936, 8.785027169097841, 16.782947163960312, 4.830924945614503, 4.015081217104421, 1.6030300223479306, 4.440091915516176, 2.598176429398202, 6.0300017541111615, 4.550596507977703, 3.651242460813539, 7.725967439450189, 10.630554640278659, 4.7000583796022735, 6.805171306079166]"
529,"[0.03425094857811928, 0.07282208651304245, 0.03624025359749794, 0.14482927322387695, 0.13429196178913116, 0.10927723348140717, 0.04042867571115494, 0.07585791498422623, 0.17412760853767395, 0.09232750535011292, 0.11171990633010864, 0.08075673133134842, 0.08460400253534317, 0.11925698816776276, 0.008098676800727844]","[0.00295058055780828, 0.0038155822549015284, 0.0014045954449102283, 0.027263343334197998, 0.03001997619867325, 0.03904176503419876, 0.03901839256286621, 0.047097738832235336, 0.05252311751246452, 0.06742765009403229, 0.048266150057315826, 0.026218323037028313, 0.04346388950943947, 0.055241405963897705, 0.0024981044698506594]","[11.608206557004232, 19.085445326069067, 25.801203989960367, 5.312234506551116, 4.47341999541846, 2.7989829195909923, 1.036144060676423, 1.610648767118867, 3.315256534350819, 1.3692825602161152, 2.31466371768707, 3.0801638692640694, 1.9465354686438936, 2.1588333259602694, 3.2419287897963676]"
530,"[0.38907161355018616, 0.3329329490661621, 0.6671792268753052, 0.041241612285375595, 0.09848349541425705, 0.09950530529022217, 0.08168758451938629, 0.07084883004426956, 0.13592331111431122, 0.06176884472370148, 0.2634998559951782, 0.22531594336032867, 0.06188670173287392, 0.041292455047369, 0.095830537378788]","[0.00793057307600975, 0.01640392653644085, 0.017169682309031487, 0.035636600106954575, 0.03598932921886444, 0.01943131349980831, 0.03309163823723793, 0.05169403553009033, 0.02738238498568535, 0.031111298128962517, 0.036407820880413055, 0.05304181948304176, 0.01688111573457718, 0.00678757531568408, 0.006046160589903593]","[49.059709786565215, 20.29593026563251, 38.85798320941325, 1.1572824613346655, 2.736463767227848, 5.120873856067619, 2.4685264577642902, 1.3705416750261161, 4.963895993185679, 1.9854152169304327, 7.237451998587968, 4.247892428206868, 3.666031481918751, 6.083535449242728, 15.849816747972952]"
531,"[0.3259453773498535, 0.1825634390115738, 0.4287589192390442, 0.021747587248682976, 0.03876859322190285, 0.0671432688832283, 0.10921746492385864, 0.18060468137264252, 0.2514929473400116, 0.21033212542533875, 0.22318202257156372, 0.36867430806159973, 0.20622007548809052, 0.1838582456111908, 0.16128472983837128]","[0.018982039764523506, 0.012083357200026512, 0.021640058606863022, 0.012569406069815159, 0.008696104399859905, 0.02142902836203575, 0.03603890538215637, 0.04437915235757828, 0.06452243775129318, 0.05567217618227005, 0.0707240104675293, 0.061824824661016464, 0.008325393311679363, 0.02566639520227909, 0.007378413341939449]","[17.1712514246772, 15.108668558699335, 19.81320508545507, 1.7302000689522468, 4.45815636971049, 3.133285735072391, 3.0305433465782934, 4.069583842373729, 3.897759540788136, 3.7780474888697335, 3.1556754360533716, 5.963208308038546, 24.770009988452145, 7.163384034344831, 21.85899899665649]"
